tile_number,original_index,easting,northing,i,j,hilltop_id,Cht,S,R,Lh,BasinID,a,b,StreamID,HilltopSlope,DivergentCount,PlanarCountFlag,E_Star,R_Star,EucDist,EPSG,latitude,longitude,an_avg_ETR,an_avg_TMAX,an_avg_TMIN,an_cv_AET,an_cv_ETR,an_cv_PET,an_cv_PRCP,an_cv_WDI,an_sd_GDD0,an_sd_GDD5,an_sd_TMAX,an_sd_TMIN,an_sum_AET,an_sum_GDD0,an_sum_GDD5,an_sum_PET,an_sum_PRCP,an_sum_WDI,index_right,prov_no,map_symb2
30,53159.0,638836.0,4212010.0,1594.0,1621.0,2.0,-0.00436285,0.313284,82.7939,238.969,318.0,1516.0,1517.0,1.0,0.213245,14.0,283.0,2.32438,0.391605,232.977,32617.0,38.04521124256314,-79.41773459749918,0.9710883718585855,0.12825757289079553,-11.004923996445017,1.1265371758041347,0.0687313466817474,1.1178295275410934,0.441573695133959,0.38338544171565403,132.21560017554575,68.68557502895075,11.214387718488984,12.625082289618895,131.93636560236865,1087.6545616618612,482.88182537731797,132.7000019773841,1514.6909316615624,1381.9909296841784,53.0,0.0,
31,26980.5,681314.0,4282830.0,1099.0,1388.0,2.0,-0.006191185,0.259749,39.06345,159.671,235.0,1154.0,1306.0,1.0,0.1803585,12.0,179.0,2.378045,0.3246865,153.7355,32617.0,38.67555889906677,-78.91567518968837,0.9894378595327397,0.025757575181849075,-10.971211875986421,1.199456632086507,0.02960561095169702,1.1936978473730167,0.5221266077775768,0.4765261529567383,131.55780965771564,68.12814028099498,11.370453106810315,12.372507424973582,109.33636526560241,1073.6636523624713,476.2090980051593,109.73636527156287,1550.0182049152527,1440.2818396436896,53.0,0.0,
32,74033.5,731561.0,4347230.0,1851.0,1483.0,2.0,-0.0045085,0.2432745,50.35805,224.0735,356.0,1770.0,1340.0,1.0,0.2275485,0.0,279.0,2.182505,0.30409299999999995,217.3005,32617.0,39.24358845410375,-78.3166896035261,0.9889001806785445,-0.894393919402677,-11.342575504049433,1.4337698605507192,-inf,1.4313849915035266,0.4946019890099628,0.45719920094638683,122.5408593304004,60.29481219377841,11.36247984668757,12.141304989110314,74.55454656549476,974.9818327101794,409.0545515499332,74.65454656698488,1495.4091131924229,1420.754566625438,53.0,0.0,
33,45095.5,606684.0,4185880.0,1515.0,1883.0,2.0,-0.00956184,0.354463,48.53975,144.36849999999998,297.0,1561.0,1962.0,1.0,0.232041,52.0,122.0,3.15885,0.443079,138.683,32617.0,37.81404516031864,-79.78796889330175,0.9912693751604286,2.342802977937302,-8.629014958641633,1.01230778063921,0.02753846940185617,1.0071546051079834,0.36865923719927524,0.28109593815226,164.6425203948031,99.5182527068295,11.524690978454554,12.907170662963868,227.8090943037109,1464.4272945489395,761.2909204350276,228.7636397724802,1446.018203365532,1217.2545635930517,53.0,0.0,
34,35330.0,586641.0,4172760.0,1475.0,1656.0,2.0,-0.012809,0.356488,64.0179,182.101,427.0,1513.0,1607.0,1.0,0.236021,58.0,160.0,5.27959,0.44561,174.264,32617.0,37.69796026222164,-80.01723939383191,0.9785187060791385,0.6342424100660013,-10.066136138640683,1.0678716469760228,0.061708921107582644,1.0627735360270867,0.3684255357588003,0.2781864212118381,149.78758195587335,85.31208921552056,11.802338275923228,13.439043493117829,189.96363919431514,1282.8727463890207,627.4272820766677,190.61818465861407,1432.590930438177,1241.9727457795632,53.0,0.0,
35,40514.0,579428.0,4174880.0,1230.0,1665.0,2.0,-0.012706,0.359329,63.1011,176.53,470.0,1290.0,1725.0,1.0,0.276339,65.0,143.0,5.11361,0.449161,169.654,32617.0,37.717700380055454,-80.09875409736473,0.9785187060791385,0.6342424100660013,-10.066136138640683,1.0678716469760228,0.061708921107582644,1.0627735360270867,0.3684255357588003,0.2781864212118381,149.78758195587335,85.31208921552056,11.802338275923228,13.439043493117829,189.96363919431514,1282.8727463890207,627.4272820766677,190.61818465861407,1432.590930438177,1241.9727457795632,53.0,0.0,
36,36937.0,557665.0,4145570.0,1397.0,1611.0,2.0,-0.00734452,0.367,68.6379,188.179,353.0,1383.0,1550.0,1.0,0.230382,61.0,177.0,3.12203,0.45875,184.472,32617.0,37.4551880621073,-80.3479885446472,0.9953564339568907,1.6697726899503984,-9.270908883688124,1.038110128092712,0.01601071183432343,1.0336148612891352,0.3222283721231219,0.22413647957709087,159.7531541589313,94.70292292620978,11.685871938711857,13.206140442431659,225.68182154473934,1401.6909299777312,719.0454652600667,226.4363670105284,1482.9091130061583,1256.47274599563,53.0,0.0,
37,42165.0,578959.0,4157180.0,1358.0,1979.0,2.0,-0.00653186,0.367028,76.8008,213.104,343.0,1405.0,1882.0,1.0,0.243159,62.0,204.0,3.13384,0.458785,206.942,32617.0,37.55828997550099,-80.10597129568315,0.9785187060791385,0.6342424100660013,-10.066136138640683,1.0678716469760228,0.061708921107582644,1.0627735360270867,0.3684255357588003,0.2781864212118381,149.78758195587335,85.31208921552056,11.802338275923228,13.439043493117829,189.96363919431514,1282.8727463890207,627.4272820766677,190.61818465861407,1432.590930438177,1241.9727457795632,53.0,0.0,
38,45396.0,383533.0,4054690.0,1572.0,1466.0,2.0,-0.0250122,0.359269,33.6371,93.3449,386.0,1598.0,1486.0,1.0,0.224495,56.0,54.0,5.40496,0.449086,88.6602,32617.0,36.63068039894279,-82.30265546921935,0.9963019576774741,2.5500757005771226,-8.150378605703626,1.0126140461246247,0.012863453368009885,1.008912833173617,0.2892391451447704,0.1726773110468246,185.20732083032226,119.15057535049927,12.296875116747493,14.501893523508913,277.6272768642415,1699.2272980477321,957.4818324494091,278.4636405130679,1478.7727493081582,1200.3091087950902,53.0,0.0,
39,43810.5,757215.0,4400070.0,1339.0,1163.0,2.0,-0.00389515,0.200666,50.0456,247.1675,363.0,1395.0,797.0,1.0,0.163345,0.0,308.0,2.09758,0.250833,236.586,32618.0,39.71183157298409,-77.99950211085121,0.9858474858474858,-3.1566665961096683,-12.322423966996597,1.7988341156235257,-inf,1.7978438792131193,0.46113249039526494,0.4348548069239137,99.1593684745125,40.50424103547079,11.35509929865639,11.731964142680162,43.76363701576536,745.3818292888728,257.3818220171061,43.781818834218114,1481.2545675269582,1437.4727486927402,115.0,1.0,
40,45275.5,501741.5,4127970.0,1819.0,1526.5,2.0,-0.01310805,0.37664,68.31784999999999,189.394,356.0,1893.0,1483.0,1.0,0.26802950000000003,48.0,137.0,5.61942,0.4708,184.832,32617.0,37.298348611450244,-80.9803491675786,0.9889027534790454,1.228106033155751,-9.65992402650811,1.0523615833801148,0.03039833846131554,1.0475706873641966,0.3278188883684587,0.22773573373232334,157.71536946726243,92.76384225428068,11.777259401974785,13.601892858429446,211.0090940533714,1370.0363840514963,696.8545558384874,211.73636679148132,1463.6909309016032,1251.954564110122,115.0,1.0,
