,unit_link,lith_rank,lith1,lith2,lith3,lith4,lith5,low_lith,lith_form,lith_com
497,PAPAcg;6,Minor,Sedimentary,Coal,,,,Coal,, 
498,PAPw;0,Minor,Sedimentary,Coal,,,,Coal,, 
499,PAPZmgh;0,Major,Metamorphic,Gneiss,,,,Gneiss,,"mafic gneiss; dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to pCAmgh in places "
500,PASs;14,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Light- to dark-gray, fine- to very coarse grained sandstone "
501,PAPAl;7,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
502,PAPg;0,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
503,PAKp;0,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed, 
504,PACAsg;24,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed, 
505,PADck;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
506,PADcp;18,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
507,PADck;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
508,PAOh;21,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
509,PACAa;22,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
510,PACAa;22,Major,Metamorphic,Schist,,,,Schist,,quartz schist 
511,PACAa;24,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
512,PACAah;22,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
513,PACAah;22,Minor,Metamorphic,Schist,,,,Schist,, 
514,PACAah;22,Minor,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,,Harpers Formation (CAh) 
515,PACAal;23,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"medium- to medium-dark-gray, thick-bedded dolomite "
516,PACAal;23,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"medium- to medium-dark-gray, impure limestone "
517,PACAal;23,Incidental,Sedimentary,Chemical,Chert,,,Chert,Bed,dark-gray chert stringers and nodules; laminated; oolitic and stromatolitic 
518,PACAal;23,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Calcareous,some orange-brown-weathering calcareous siltstone at base 
519,PACAbs;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
520,PACAbs;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
521,PACAbs;22,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,some thin sandy beds 
522,PACAch;22,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,"light-gray, hard, massive, Skolithos-bearing quartzite "
523,PACAch;22,Major,Metamorphic,Schist,,,,Schist,,quartz schist 
524,PACAch;22,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,,"thin, interbedded dark slate at top "
525,PACAch;22,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,conglomerate (Hellam Member) at base 
526,PACAe;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,microcrystalline limestone 
527,PACAe;22,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,subordinate dolomite containing abundant phyllitic layers 
528,PACAe;22,Minor,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,Bed,subordinate dolomite containing abundant phyllitic layers 
529,PACAe;22,Incidental,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,Bed, 
530,PACAe;24,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Calcareous, 
531,PACAe;24,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"silty limestone at top; medium-gray limestone and dolomite in middle; pure, dark limestone at base. "
532,PACAe;24,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
533,PACAg;15,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
534,PACAg;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
535,PACAg;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
536,PACAg;15,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,Cgm 
537,PACAgl;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"cyclic repetitions of sandstone and dolomite (""upper sandstone'' member); cyclic repetitions of sandstone and dolomite (''lower sandstone"" member) "
538,PACAw;15,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,interbedded with thick-bedded crystalline dolomite 
539,PACAw;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
540,PACAgl;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"includes, in descending order: cyclic repetitions of sandstone and dolomite (""upper sandstone'' member); fossiliferous, laminated to massive limestone and dolomite (Ore Hill Member); cyclic repetitions of sandstone and dolomite (''lower sandstone"" member); and thick-bedded crystalline dolomite (Stacy Member). "
541,PACAgl;15,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"fossiliferous, laminated to massive limestone and dolomite (Ore Hill Member) "
542,PACAgm;15,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,chert having cryptozoon stromatolites 
543,PADck;16,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
544,PACAgm;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"gray dolomite containing siliceous ""oolites"" "
545,PACAh;22,Major,Metamorphic,Schist,,,,Schist,, 
546,PACAh;22,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
547,PACAh;22,Minor,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
548,PACAh;24,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
549,PACAh;24,Major,Metamorphic,Schist,,,,Schist,, 
550,PACAh;24,Minor,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
551,PACAha;23,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,"typically light-gray, fine- to medium-grained quartzite "
552,PACAha;23,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,feldspathic sandstone; color ranges from nearly white to dark gray; massive bedded; Skolithos present in upper part 
553,PACAha;23,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,quartz-pebble conglomerate occurs at base 
554,PACAhm;24,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
555,PACAk;22,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,base--dark-brown shale 
556,PACAk;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"middle--gray and white spotted limestone; top--sandy limestone which weathers to a fine-grained, friable, porous, sandy mass. "
557,PACAk;22,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,Bed,"middle--locally, marble having irregular partings "
558,PACAk;22,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"middle--gray and white spotted limestone; top--sandy limestone which weathers to a fine-grained, friable, porous, sandy mass. "
559,PACAl;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,,"light-gray, locally mottled, massive, pure, coarsely crystalline dolomite; siliceous in middle part. "
560,PACAlv;23,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"medium- to dark-gray, crystalline dolomite, light-olive-gray in places, weathering to light gray and yellowish brown; massive bedded; oolitic; dolomitic shale interbeds "
561,PACAlv;23,Incidental,Sedimentary,Chemical,Chert,,,Chert,Bed,"pink to gray, mottled chert and dark-gray chert "
562,PACAlv;23,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,thin shale and dolomitic shale interbeds; upper part is very shaly. 
563,PACAlv;23,Incidental,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,scattered sand grains 
564,PACAm;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"pink to white and gray, finely laminated limestone; numerous stromatolitic limestone beds. "
565,PACAm;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,interbedded finely crystalline dolomite 
566,PACAms;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
567,PACAms;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
568,PACAms;22,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
569,PACAph;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"gray, thin-bedded, argillaceous limestone "
570,PACAph;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
571,PACAph;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
572,PACAph;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
573,PACAr;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"gray dolomite, in part oolitic "
574,PACAr;22,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
575,PACAr;22,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,dark-gray oolitic chert 
576,PACAsb;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
577,PACAsb;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
578,PACAsb;22,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
579,PACAsc;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"thick-bedded, medium- to coarsely crystalline dolomite, in part oolitic "
580,PACAsc;22,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,laminated limestone 
581,PACAsc;22,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
582,PACAsg;24,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"pure, light-colored limestone, stromatolitic in part; abundant pinkish limestone "
583,PACAt;24,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
584,PACAt;24,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
585,PACAul;22,"Indeterminate, major",Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"CAzc, CAl, and CAv  "
586,PACAul;22,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Kinzers Formation (CAk) 
587,PACAul;22,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,Bed,Kinzers Formation (CAk) 
588,PACAul;22,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,Bed,Kinzers Formation (CAk) and Vintage Formation (CAv) 
589,PACAul;22,"Indeterminate, major",Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,Bed,Antietam Formation (CAa) and Harpers Formation (CAh) 
590,PACAul;22,"Indeterminate, major",Metamorphic,Schist,,,,Schist,Bed,Antietam Formation (CAa) and Harpers Formation (CAh) 
591,PACAul;22,"Indeterminate, major",Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,Bed,Harpers Formation (CAh) 
592,PACAv;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,,"dark-gray, knotty, argillaceous dolomite "
593,PACAv;22,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,impure light-gray marble at base locally 
594,PACAw;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"gray, thin- to medium-bedded, fossiliferous, cyclic limestone bearing stromatolites "
595,PACAwb;15,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
596,PADm;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"contains local limestone (""Purcell"") member. "
597,PADm;0,Minor,Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,Bed,Tioga bentonite included at base in eastern Pennsylvania. 
598,PADmh;0,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,marine fossils 
599,PADmh;0,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,marine fossils 
600,PADmh;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Includes the following members, in descending order: Tully-argillaceous limestone "
601,PADmh;0,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Includes the following members, Montebello (sandstone) "
602,PADne;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Medium-gray shale and some thin light-gray siltstone interbeds; included in Canadaway Formation of New York; included in ""Chemung"" of earlier workers; contains sparse fossil marine fauna. "
603,PADne;8,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
604,PADon;19,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Calcareous,Medium-gray calcareous shale; marine fossils 
605,PADon;19,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"medium-gray argillaceous limestone of Selinsgrove Member at top; called ""Needmore Formation"" west of 78ø longitude "
606,PADon;19,Minor,Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,Bed,Tioga bentonite at top 
607,PAOco;21,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
608,PADoo;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,Bed, 
609,PADoo;19,"Indeterminate, major",Sedimentary,Chemical,Chert,,,Chert,Bed, 
610,PADoo;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
611,PADoo;19,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
612,PADoo;19,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
613,PADoo;19,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
614,PADor;19,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,,"Fine- to very coarse grained, light-gray sandstone (""Oriskany"" of earlier workers). "
615,PADosn;19,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
616,PADosn;19,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,siliceous siltstone 
617,PADrc;14,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,Ridgeley Formation--white siliceous sandstone 
618,PADrc;14,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Calcareous,Shriver Chert--gray siltstone; Port Ewen Shale--darkgray calcareous siltstone 
619,PADrc;14,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Shriver Chert--gray shale; Port Ewen Shale--darkgray shale; New Scotland Formation--dark-gray fossiliferous shale 
620,PADrc;14,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,Shriver Chert--dark-gray chert 
621,PAKp;0,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,,"Intensely colored, variegated, ferruginous clay  "
622,PADrc;14,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Minisink Limestone--dark-gray clayey limestone; New Scotland Formation--dark-gray clayey limestone; Coeymans Formation--gray, clayey to sandy limestone. "
623,PADs;12,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,Chiefly siltstone; marine fossils 
624,PADs;12,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,some fine-grained sandstone 
625,PADs;12,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
626,PADs;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
627,PADSkc;19,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
628,PADSkc;19,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
629,PADSkc;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Clinton includes the following, in descending order: Keefer Formation--fossiliferous sandstone and hematitic, oolitic sandstone and shale; Rose Hill Formation--fossiliferous shale. "
630,PADSkc;19,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Clinton includes the following, in descending order: Keefer Formation--fossiliferous sandstone and hematitic, oolitic sandstone and shale; "
631,PADSkc;19,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
632,PADSkc;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
633,PADSkc;19,"Indeterminate, major",Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
634,PADSkm;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Tonoloway Formation--interbedded shale; Wills Creek Formation--interbedded shale; Bloomsburg Formation--grayish-red and greenish-gray shale; Mifflintown Formation--interbedded shale 
635,PADSkm;19,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,Bed,Tonoloway Formation--limestone; Wills Creek Formation--limestone; Mifflintown Formation--interbedded shale and limestone. 
636,PAMDr;12,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,"sporadic conglomerate beds, and diamictite "
637,PADSkm;19,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"Wills Creek Formation--interbedded shale, siltstone, limestone, and dolomite; Bloomsburg Formation--grayish-red and greenish-gray shale, siltstone, sandstone, and mudstone. "
638,PADSkm;19,"Indeterminate, major",Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"Wills Creek Formation--interbedded shale, siltstone, limestone, and dolomite "
639,PADSkm;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed,"Bloomsburg Formation--grayish-red and greenish-gray shale, siltstone, sandstone, and mudstone; "
640,PADSkm;19,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Bloomsburg Formation--grayish-red and greenish-gray shale, siltstone, sandstone, and mudstone "
641,PADSkt;19,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Keyser Formation--medium-gray, crystalline to nodular, fossiliferous limestone; upper part laminated and mud cracked; not present east of Harrisburg; passes into lower Coeymans, Rondout, and Decker Formations in the east. Tonoloway Formation--medium-gray, laminated, mud-cracked limestone  "
642,PADSkt;19,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Tonoloway Formation--containing some medium-dark- or olive-gray shale interbeds 
643,PAOcl;15,Major,Metamorphic,Metaigneous,Metavolcanic,,,Metavolcanic,,Ocn and Obl: metabentonite beds 
644,PADSop;14,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Onondaga Formation--gray calcareous, sandy shale; Rondout Formation--gray interbedded limestone, dolomite, and shale; Bossardville Limestone--gray, mud-cracked shaly limestone; Poxono Island Formation--olive-gray, calcareous and dolomitic shale, siltstone, and sandstone. "
645,PADSop;14,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Calcareous,"Ridgeley Formation--brown sandstone; Decker Formation--gray calcareous sandstone; Poxono Island Formation--olive-gray, calcareous and dolomitic shale, siltstone, and sandstone. "
646,PADSop;14,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Rondout Formation--gray interbedded limestone; Bossardville Limestone--gray, mud-cracked shaly limestone "
647,PADSop;14,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"Rondout Formation--gray interbedded limestone, dolomite, and shale; Poxono Island Formation--olive-gray, calcareous and dolomitic shale "
648,PADSop;14,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"Poxono Island Formation--olive-gray, calcareous and dolomitic shale, siltstone, and sandstone. "
649,PADSop;14,Minor,Sedimentary,Clastic,,,,Clastic,Bed,"Decker Formation--gray calcareous sandstone, and Andreas Red Beds at top; "
650,PADtr;16,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"Olive-gray siltstone and shale, characterized by graded bedding; marine fossils "
651,PADtr;16,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Olive-gray siltstone and shale, characterized by graded bedding; marine fossils "
652,PADtr;16,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,some very fine grained sandstone in northeast 
653,PADtr;16,Minor,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,Bed,black shale of Harrell Formation at base in Susquehanna Valley. 
654,PADv;8,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
655,PADv;8,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"some flaggy, gray sandstone; Panama Conglomerate and Woodcock Sandstone are, respectively, the lower and upper key beds defining the formation "
656,PADv;8,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,some bluish-gray shale; includes some red shales where it interfingers to the east and south with the Catskill Formation; marine fossils present. 
657,PADv;8,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,"Panama Conglomerate and Woodcock Sandstone are, respectively, the lower and upper key beds defining the formation "
658,PAOh;21,Minor,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke,Bed, 
659,PAJd;0,Major,Igneous,Volcanic,Mafic-volcanic,Basalt,,Basalt,Diabase,"Medium- to coarse-grained, quartz-normative tholeiite; composed of labradorite and various pyroxenes; occurs as dikes, sheets, and a few small flows "
660,PAJs;0,Major,Sedimentary,Clastic,Sandstone,Arkose,,Arkose,, 
661,PAJs;0,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,,"fossiliferous, gray to black shale and limestone "
662,PAJs;0,Major,Sedimentary,Carbonate,Limestone,,,Limestone,,"fossiliferous, gray to black shale and limestone "
663,PAJs;0,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,,ripple-cross-laminated siltstone 
664,PAJs;0,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,boulder conglomerate. 
665,PAJs;0,Minor,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,,"fossiliferous, gray to black shale and limestone "
666,PAMb;10,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,equivalent to Pocono Formation of Ridge and Valley province. 
667,PAMb;10,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,contains plant fossils 
668,PAMb;10,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
669,PAMbc;9,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
670,PAMbc;9,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
671,PAMbc;9,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
672,PAMbc;9,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
673,PAMc;8,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
674,PAMc;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Includes, in descending order: Meadville Shale and Orangeville Shale; marine fossils common. "
675,PAMc;8,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"interbedded light-gray, flaggy sandstone; Sharpsville Sandstone "
676,PAMDhm;13,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Greenish-gray and light-olive-gray, flaggy, fine-grained sandstone "
677,PAMDhm;13,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
678,PAMDhm;13,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,a few red shale interbeds 
679,PAMDpr;12,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Buff, medium-grained, crossbedded sandstone; overlying buff to olive-gray, fine- to medium-grained, crossbedded sandstone  "
680,PAMDpr;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
681,PAMDr;12,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Buff, fine- to medium-grained, crossbedded, argillaceous sandstone "
682,PAMDr;12,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,dark-gray shale; includes some carbonaceous shale 
683,PAPAl;7,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Gray, fine- to coarse-grained sandstone "
684,PAMDsk;14,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Light- to olive-gray, fine- to medium- grained, crossbedded sandstone "
685,PAMDsk;14,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
686,PAMDsk;14,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed,"pebbly mudstone, and laminite; arranged in crude fining-upward cycles in some places "
687,PAMDsk;14,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,locally has grayish-red shale near top 
688,PAMDsk;14,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,local polymictic diamictite; conglomerate at base and in middle 
689,PAMDso;8,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
690,PAMDso;8,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,, 
691,PAMDso;8,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,, 
692,PAMDsr;8,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,, 
693,PAMDsr;8,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,, 
694,PAOps;20,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"light-colored, thick-bedded, finely laminated dolomite "
695,PAOo;23,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,"thick-bedded, dark-gray chert at base "
696,PAMDsr;8,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,,distinguished from Shenango-through-Oswayo (MDso) interval on basis of more common gray shale in Riceville as compared with olive-colored shale and sandstone of Oswayo; contains marine fossils. 
697,PAMmc;7,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
698,PAMmc;7,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,, 
699,PAMmc;7,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,,"sandstone; along Allegheny Front from Blair County to Sullivan County, Loyalhanna Member is greenish-gray, calcareous, crossbedded sandstone. "
700,PAMmc;7,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,, 
701,PAMmc;7,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,,"Includes Loyalhanna Member (crossbedded, sandy limestone) at base in south-central and southwestern Pennsylvania; also includes Greenbrier Limestone Member, and Wymps Gap and Deer Valley Limestones, which are tongues of the Greenbrier. "
702,PAMp;11,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Light-gray to buff or light-olive-gray, medium-grained, crossbedded sandstone  "
703,PAMp;11,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
704,PAOco;21,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"gray phyllitic shale, maroon shale, and silty, siliceous shale "
705,PAMp;11,Minor,Sedimentary,Clastic,Mixed-clastic,Conglomerate-sandstone,,Conglomerate-sandstone,Bed,"commonly conglomeratic at base and in middle; medial conglomerate, where present, is used to divide into Mount Carbon and Beckville Members; equivalent to Burgoon Sandstone of Allegheny Plateau. "
706,PAMs;8,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
707,PAMs;8,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,upper third of formation is more shaly; contains a few marine fossils. 
708,PAMs;8,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
709,PAMsc;8,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Shenango: Light-gray sandstone; Cuyahoga: interbedded light-gray, flaggy sandstone.; Sharpsville Sandstone, marine fossils common. "
710,PAOe;23,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,edgewise conglomerate; fossil-fragment and oolitic lenses 
