,Point_Number,Geometry,Quad,Strike,Dip_Angle,Dip_Direct,Interlimb_angle,Vert_Exag,long,lat,Unnamed: 0,Symbol,geometry,Station,Anticline_ID,Latitude_Bins,Compass_direct,Interlimb_Angle,IA,Lat_bins
149,5,-080.52898407 37.35558024,Giles,44.0,10.0,SE,,,-080.52898407,37.35558024,,,POINT (-80.52898407 37.35558024),,,,,,,"(37.0, 37.5]"
150,5,-080.52296608 37.35125734,Giles,72.0,35.0,SE,,,-080.52296608,37.35125734,,,POINT (-80.52296608 37.35125734),,,,,,,"(37.0, 37.5]"
151,6,-080.31829189 37.20361457,Ironto,76.0,40.0,SE,,,-080.31829189,37.20361457,,,POINT (-80.31829189 37.20361457),,,,,,,"(37.0, 37.5]"
152,6,-080.31706916 37.20514342,Ironto,55.0,30.0,SE,,,-080.31706916,37.20514342,,,POINT (-80.31706916 37.20514342),,,,,,,"(37.0, 37.5]"
153,6,-080.30280073 37.21777405,Ironto,321.0,30.0,NE,,,-080.30280073,37.21777405,,,POINT (-80.30280073 37.21777405),,,,,,,"(37.0, 37.5]"
154,6,-080.31122048 37.21876192,Ironto,329.0,14.0,NE,,,-080.31122048,37.21876192,,,POINT (-80.31122048 37.21876192),,,,,,,"(37.0, 37.5]"
155,6,-080.32933215 37.22173854,Ironto,250.0,14.0,NW,,,-080.32933215,37.22173854,,,POINT (-80.32933215 37.22173854),,,,,,,"(37.0, 37.5]"
156,6,-080.32720157 37.22135670,Ironto,1.0,44.0,N,,,-080.32720157,37.2213567,,,POINT (-80.32720157 37.2213567),,,,,,,"(37.0, 37.5]"
157,6,-080.32395660 37.22230527,Ironto,3.0,35.0,N,,,-080.32395660,37.22230527,,,POINT (-80.3239566 37.22230527),,,,,,,"(37.0, 37.5]"
158,6,-080.31523358 37.22726101,Ironto,258.0,18.0,NW,,,-080.31523358,37.22726101,,,POINT (-80.31523358 37.22726101),,,,,,,"(37.0, 37.5]"
159,6,-080.30803729 37.20514789,Ironto,74.0,35.0,SE,,,-080.30803729,37.20514789,,,POINT (-80.30803729 37.20514789),,,,,,,"(37.0, 37.5]"
160,6,-080.32372407 37.20452743,Ironto,60.0,26.0,SE,,,-080.32372407,37.20452743,,,POINT (-80.32372407 37.20452743),,,,,,,"(37.0, 37.5]"
161,6,-080.32395660 37.22230527,Ironto,,,,121.0,,-080.32395660,37.22230527,,,POINT (-80.3239566 37.22230527),,,,,,121.0,"(37.0, 37.5]"
162,9,-080.22655933 37.43178748,Looney,52.0,20.0,SE,,,-080.22655933,37.43178748,,,POINT (-80.22655933 37.43178748),,,,,,,"(37.0, 37.5]"
163,9,-080.17746259 37.44006172,Looney,60.0,28.0,SE,,,-080.17746259,37.44006172,,,POINT (-80.17746259 37.44006172),,,,,,,"(37.0, 37.5]"
164,9,-080.14826562 37.45440018,Looney,70.0,35.0,SE,,,-080.14826562,37.45440018,,,POINT (-80.14826562 37.45440018),,,,,,,"(37.0, 37.5]"
165,9,-080.14618422 37.45502637,Looney,65.0,30.0,SE,,,-080.14618422,37.45502637,,,POINT (-80.14618422 37.45502637),,,,,,,"(37.0, 37.5]"
166,9,-080.15559593 37.48372399,Looney,246.0,32.0,NW,,,-080.15559593,37.48372399,,,POINT (-80.15559593 37.48372399),,,,,,,"(37.0, 37.5]"
167,9,-080.20972697 37.47369336,Looney,240.0,35.0,NW,,,-080.20972697,37.47369336,,,POINT (-80.20972697 37.47369336),,,,,,,"(37.0, 37.5]"
168,9,-080.22454851 37.46851067,Looney,210.0,45.0,NW,,,-080.22454851,37.46851067,,,POINT (-80.22454851 37.46851067),,,,,,,"(37.0, 37.5]"
169,9,-080.15559593 37.48372399,Looney_SinkingCreek,,,,117.0,,-080.15559593,37.48372399,,,POINT (-80.15559593 37.48372399),,,,,,117.0,"(37.0, 37.5]"
170,9,-080.15559593 37.48372399,Looney_SinkingCreek,,,,100.0,,-080.15559593,37.48372399,,,POINT (-80.15559593 37.48372399),,,,,,100.0,"(37.0, 37.5]"
171,10,-080.09793417 37.55642224,Lewisburg,76.0,54.0,SE,,,-080.09793417,37.55642224,,,POINT (-80.09793417 37.55642224),,,,,,,"(37.5, 38.0]"
172,10,-080.11612385 37.55229538,Lewisburg,235.0,24.0,NW,,,-080.11612385,37.55229538,,,POINT (-80.11612385 37.55229538),,,,,,,"(37.5, 38.0]"
173,10,-080.07766785 37.58915224,Lewisburg,183.0,35.0,W,,,-080.07766785,37.58915224,,,POINT (-80.07766785 37.58915224),,,,,,,"(37.5, 38.0]"
174,10,-080.07042469 37.58582195,Lewisburg,48.0,40.0,SE,,,-080.07042469,37.58582195,,,POINT (-80.07042469 37.58582195),,,,,,,"(37.5, 38.0]"
175,10,-080.06628501 37.63591405,Lewisburg,46.0,55.0,SE,,,-080.06628501,37.63591405,,,POINT (-80.06628501 37.63591405),,,,,,,"(37.5, 38.0]"
176,10,-080.07376211 37.64149692,Lewisburg,230.0,35.0,NW,,,-080.07376211,37.64149692,,,POINT (-80.07376211 37.64149692),,,,,,,"(37.5, 38.0]"
177,10,-080.09505395 37.63252380,Lewisburg,258.0,40.0,NW,,,-080.09505395,37.6325238,,,POINT (-80.09505395 37.6325238),,,,,,,"(37.5, 38.0]"
178,10,-080.09413508 37.57235386,Lewisburg,80.0,17.0,SE,,,-080.09413508,37.57235386,,,POINT (-80.09413508 37.57235386),,,,,,,"(37.5, 38.0]"
179,10,-080.17179061 37.55504446,Lewisburg,79.0,12.0,SE,,,-080.17179061,37.55504446,,,POINT (-80.17179061 37.55504446),,,,,,,"(37.5, 38.0]"
180,10,-080.19465647 37.56171179,Lewisburg,39.0,35.0,SE,,,-080.19465647,37.56171179,,,POINT (-80.19465647 37.56171179),,,,,,,"(37.5, 38.0]"
181,10,-080.11173900 37.60201290,Lewisburg,44.0,20.0,SE,,,-080.11173900,37.6020129,,,POINT (-80.111739 37.6020129),,,,,,,"(37.5, 38.0]"
182,10,-080.09505395 37.63252380,Lewisburg,,,,128.0,,-080.09505395,37.6325238,,,POINT (-80.09505395 37.6325238),,,,,,128.0,"(37.5, 38.0]"
183,10,-080.08636859 37.58448274,Lewisburg,262.0,10.0,NW,,,-080.08636859,37.58448274,,,POINT (-80.08636859 37.58448274),,,,,,,"(37.5, 38.0]"
184,10,-080.07531146 37.58745463,Lewisburg,41.0,18.0,SE,,,-080.07531146,37.58745463,,,POINT (-80.07531146 37.58745463),,,,,,,"(37.5, 38.0]"
185,8,-080.10136450 37.71424718,Lewisburg,26.0,58.0,SE,,,-080.10136450,37.71424718,,,POINT (-80.1013645 37.71424718),,,,,,,"(37.5, 38.0]"
186,8,-080.15427398 37.71225787,Lewisburg,254.0,67.0,NW,,,-080.15427398,37.71225787,,,POINT (-80.15427398 37.71225787),,,,,,,"(37.5, 38.0]"
187,8,-080.09655677 37.73682932,Lewisburg,57.0,38.0,SE,,,-080.09655677,37.73682932,,,POINT (-80.09655677 37.73682932),,,,,,,"(37.5, 38.0]"
188,8,-080.13063478 37.68966666,Lewisburg,28.0,60.0,SE,,,-080.13063478,37.68966666,,,POINT (-80.13063478 37.68966666),,,,,,,"(37.5, 38.0]"
189,8,-080.10628529 37.70182708,Lewisburg,52.0,33.0,SE,,,-080.10628529,37.70182708,,,POINT (-80.10628529 37.70182708),,,,,,,"(37.5, 38.0]"
190,8,-080.10548735 37.72686241,Lewisburg,234.0,59.0,NW,,,-080.10548735,37.72686241,,,POINT (-80.10548735 37.72686241),,,,,,,"(37.5, 38.0]"
191,8,-080.10628529 37.70182708,Lewisburg_MorningKnob,,,,105.0,,-080.10628529,37.70182708,,,POINT (-80.10628529 37.70182708),,,,,,105.0,"(37.5, 38.0]"
192,11,-079.99307946 37.72960257,Strom,225.0,30.0,NW,,,-079.99307946,37.72960257,,,POINT (-79.99307946 37.72960257),,,,,,,"(37.5, 38.0]"
193,11,-079.99712927 37.73007356,Strom,228.0,40.0,NW,,,-079.99712927,37.73007356,,,POINT (-79.99712927 37.73007356),,,,,,,"(37.5, 38.0]"
194,11,-079.98926120 37.73520244,Strom,237.0,55.0,NW,,,-079.98926120,37.73520244,,,POINT (-79.9892612 37.73520244),,,,,,,"(37.5, 38.0]"
195,11,-079.98629379 37.73220535,Strom,37.0,30.0,SE,,,-079.98629379,37.73220535,,,POINT (-79.98629379 37.73220535),,,,,,,"(37.5, 38.0]"
196,11,-079.98292461 37.73694392,Strom,20.0,25.0,SE,,,-079.98292461,37.73694392,,,POINT (-79.98292461 37.73694392),,,,,,,"(37.5, 38.0]"
197,11,-079.98917416 37.72963487,Strom,25.0,32.0,SE,,,-079.98917416,37.72963487,,,POINT (-79.98917416 37.72963487),,,,,,,"(37.5, 38.0]"
198,11,-079.99288655 37.71223668,Strom,58.0,33.0,SE,,,-079.99288655,37.71223668,,,POINT (-79.99288655 37.71223668),,,,,,,"(37.5, 38.0]"
199,11,-079.98999027 37.71437707,Strom,81.0,38.0,SE,,,-079.98999027,37.71437707,,,POINT (-79.98999027 37.71437707),,,,,,,"(37.5, 38.0]"
200,11,-079.98762380 37.71461960,Strom,45.0,23.0,SE,,,-079.98762380,37.7146196,,,POINT (-79.9876238 37.7146196),,,,,,,"(37.5, 38.0]"
201,11,-079.98999027 37.71437707,Strom_CarpenterMtn,,,,116.0,,-079.98999027,37.71437707,,,POINT (-79.98999027 37.71437707),,,,,,116.0,"(37.5, 38.0]"
202,11,-079.94357692 37.65702992,Strom,42.0,36.0,SE,,,-079.94357692,37.65702992,,,POINT (-79.94357692 37.65702992),,,,,,,"(37.5, 38.0]"
203,11,-079.94460331 37.65808057,Strom,68.0,20.0,SE,,,-079.94460331,37.65808057,,,POINT (-79.94460331 37.65808057),,,,,,,"(37.5, 38.0]"
204,11,-079.95775844 37.65654188,Strom,223.0,65.0,NW,,,-079.95775844,37.65654188,,,POINT (-79.95775844 37.65654188),,,,,,,"(37.5, 38.0]"
205,11,-079.93558658 37.67322101,Strom,217.0,70.0,NW,,,-079.93558658,37.67322101,,,POINT (-79.93558658 37.67322101),,,,,,,"(37.5, 38.0]"
206,11,-079.92893781 37.67065061,Strom,15.0,30.0,SE,,,-079.92893781,37.67065061,,,POINT (-79.92893781 37.67065061),,,,,,,"(37.5, 38.0]"
207,11,-079.92433133 37.67557568,Strom,49.0,30.0,SE,,,-079.92433133,37.67557568,,,POINT (-79.92433133 37.67557568),,,,,,,"(37.5, 38.0]"
208,11,-079.90524994 37.68915274,Strom,7.0,36.0,SE,,,-079.90524994,37.68915274,,,POINT (-79.90524994 37.68915274),,,,,,,"(37.5, 38.0]"
209,11,-079.91618130 37.69307242,Strom,222.0,55.0,NW,,,-079.91618130,37.69307242,,,POINT (-79.9161813 37.69307242),,,,,,,"(37.5, 38.0]"
210,11,-079.92433133 37.67557568,Strom_DeisherMtn,,,,85.0,,-079.92433133,37.67557568,,,POINT (-79.92433133 37.67557568),,,,,,85.0,"(37.5, 38.0]"
211,11,-079.92433133 37.67557568,Strom_crossection,,,,95.0,,-079.92433133,37.67557568,,,POINT (-79.92433133 37.67557568),,,,,,95.0,"(37.5, 38.0]"
212,11,-079.92433133 37.67557568,Strom_crossection_DeisherMtn,,,,105.0,,-079.92433133,37.67557568,,,POINT (-79.92433133 37.67557568),,,,,,105.0,"(37.5, 38.0]"
213,16,-079.71994560 37.68955084,Sugarloaf,55.0,20.0,SE,,,-079.71994560,37.68955084,,,POINT (-79.7199456 37.68955084),,,,,,,"(37.5, 38.0]"
214,16,-079.71800758 37.69237816,Sugarloaf,52.0,35.0,SE,,,-079.71800758,37.69237816,,,POINT (-79.71800758 37.69237816),,,,,,,"(37.5, 38.0]"
215,16,-079.71047531 37.69734567,,12.0,50.0,SE,,,-079.71047531,37.69734567,,,POINT (-79.71047531 37.69734567),,,,,,,"(37.5, 38.0]"
216,16,-079.71597732 37.70627008,,200.0,20.0,NW,,,-079.71597732,37.70627008,,,POINT (-79.71597732 37.70627008),,,,,,,"(37.5, 38.0]"
217,16,-079.71330136 37.70986723,,39.0,25.0,SE,,,-079.71330136,37.70986723,,,POINT (-79.71330136 37.70986723),,,,,,,"(37.5, 38.0]"
218,16,-079.71800758 37.69237816,Sugarloaf_NorthMountain,,,,125.0,,-079.71800758,37.69237816,,,POINT (-79.71800758 37.69237816),,,,,,125.0,"(37.5, 38.0]"
219,17,-079.71800758 37.69237816,Sugarloaf_crossection_NorthMountain,,,,117.0,,-079.71800758,37.69237816,,,POINT (-79.71800758 37.69237816),,,,,,117.0,"(37.5, 38.0]"
220,17,-079.70740471 37.52862263,Buchanon,183.0,38.0,W,,,-079.70740471,37.52862263,,,POINT (-79.70740471 37.52862263),,,,,,,"(37.5, 38.0]"
221,17,-079.68427501 37.54223243,Buchanon,24.0,48.0,SE,,,-079.68427501,37.54223243,,,POINT (-79.68427501 37.54223243),,,,,,,"(37.5, 38.0]"
222,17,-079.67921112 37.55326807,Buchanon,42.0,60.0,SE,,,-079.67921112,37.55326807,,,POINT (-79.67921112 37.55326807),,,,,,,"(37.5, 38.0]"
223,17,-079.68668618 37.56837210,Buchanon,33.0,35.0,SE,,,-079.68668618,37.5683721,,,POINT (-79.68668618 37.5683721),,,,,,,"(37.5, 38.0]"
224,17,-079.69840334 37.57163440,Buchanon,184.0,70.0,W,,,-079.69840334,37.5716344,,,POINT (-79.69840334 37.5716344),,,,,,,"(37.5, 38.0]"
225,17,-079.69700658 37.57796413,Buchanon,180.0,45.0,W,,,-079.69700658,37.57796413,,,POINT (-79.69700658 37.57796413),,,,,,,"(37.5, 38.0]"
226,17,-079.69449662 37.58192420,Buchanon,40.0,50.0,NW,,,-079.69449662,37.5819242,,,POINT (-79.69449662 37.5819242),,,,,,,"(37.5, 38.0]"
227,17,-079.69068723 37.56785747,Buchanon,32.0,18.0,SE,,,-079.69068723,37.56785747,,,POINT (-79.69068723 37.56785747),,,,,,,"(37.5, 38.0]"
228,17,-079.69449662 37.58192420,Buchanon_PurgatoryMtn,,,,93.0,,-079.69449662,37.5819242,,,POINT (-79.69449662 37.5819242),,,,,,93.0,"(37.5, 38.0]"
229,17,-079.69449662 37.58192420,Buchanon_crossection_purgatory,,,,85.0,,-079.69449662,37.5819242,,,POINT (-79.69449662 37.5819242),,,,,,85.0,"(37.5, 38.0]"
230,17,-079.69449662 37.58192420,Buchanon_crossection_purgatory2,,,,110.0,,-079.69449662,37.5819242,,,POINT (-79.69449662 37.5819242),,,,,,110.0,"(37.5, 38.0]"
231,12,-080.04070057 37.80450103,Lewisburg,48.0,48.0,SE,,,-080.04070057,37.80450103,,,POINT (-80.04070057 37.80450103),,,,,,,"(37.5, 38.0]"
232,12,-080.05484540 37.80721435,Lewisburg,47.0,60.0,SE,,,-080.05484540,37.80721435,,,POINT (-80.0548454 37.80721435),,,,,,,"(37.5, 38.0]"
233,12,-080.07021418 37.81976193,Lewisburg,205.0,47.0,NW,,,-080.07021418,37.81976193,,,POINT (-80.07021418 37.81976193),,,,,,,"(37.5, 38.0]"
234,12,-080.04064103 37.85416576,Lewisburg,207.0,20.0,NW,,,-080.04064103,37.85416576,,,POINT (-80.04064103 37.85416576),,,,,,,"(37.5, 38.0]"
235,12,-080.07021418 37.81976193,Lewisburg,,,,98.0,,-080.07021418,37.81976193,,,POINT (-80.07021418 37.81976193),,,,,,98.0,"(37.5, 38.0]"
236,20,-079.42952104 38.01944202,Staunton,50.0,46.0,SE,,,-079.42952104,38.01944202,,,POINT (-79.42952104 38.01944202),,,,,,,"(38.0, 38.5]"
237,20,-079.42493163 38.02081215,Staunton,51.0,14.0,SE,,,-079.42493163,38.02081215,,,POINT (-79.42493163 38.02081215),,,,,,,"(38.0, 38.5]"
238,20,-079.44215332 38.02843506,Staunton,215.0,38.0,NW,,,-079.44215332,38.02843506,,,POINT (-79.44215332 38.02843506),,,,,,,"(38.0, 38.5]"
239,20,-079.45281015 38.02451452,Staunton,215.0,78.0,NW,,,-079.45281015,38.02451452,,,POINT (-79.45281015 38.02451452),,,,,,,"(38.0, 38.5]"
240,20,-079.41875794 38.05616472,Staunton,213.0,38.0,NW,,,-079.41875794,38.05616472,,,POINT (-79.41875794 38.05616472),,,,,,,"(38.0, 38.5]"
241,20,-079.39786157 38.05825076,Staunton,23.0,45.0,SE,,,-079.39786157,38.05825076,,,POINT (-79.39786157 38.05825076),,,,,,,"(38.0, 38.5]"
242,20,-079.39913638 38.06461380,Staunton,232.0,30.0,NW,,,-079.39913638,38.0646138,,,POINT (-79.39913638 38.0646138),,,,,,,"(38.0, 38.5]"
243,20,-079.38717824 38.06766813,Deerfield,31.0,35.0,SE,,,-079.38717824,38.06766813,,,POINT (-79.38717824 38.06766813),,,,,,,"(38.0, 38.5]"
244,20,-079.36945161 38.07007264,Deerfield,230.0,23.0,NW,,,-079.36945161,38.07007264,,,POINT (-79.36945161 38.07007264),,,,,,,"(38.0, 38.5]"
245,20,-079.36699036 38.07449145,Deerfield,229.0,20.0,NW,,,-079.36699036,38.07449145,,,POINT (-79.36699036 38.07449145),,,,,,,"(38.0, 38.5]"
246,20,-079.31489837 38.09699289,Deerfield,60.0,58.0,SE,,,-079.31489837,38.09699289,,,POINT (-79.31489837 38.09699289),,,,,,,"(38.0, 38.5]"
247,20,-079.45281015 38.02451452,Staunton_KnobMountain,,,,116.0,,-079.45281015,38.02451452,,,POINT (-79.45281015 38.02451452),,,,,,116.0,"(38.0, 38.5]"
248,20,-079.35599879 38.04094546,Deerfield,240.0,42.0,NW,,,-079.35599879,38.04094546,,,POINT (-79.35599879 38.04094546),,,,,,,"(38.0, 38.5]"
249,20,-079.35253583 38.03951493,Deerfield,41.0,65.0,SE,,,-079.35253583,38.03951493,,,POINT (-79.35253583 38.03951493),,,,,,,"(38.0, 38.5]"
250,20,-079.35253583 38.03951493,Deerfield_BrownRidge,,,,115.0,,-079.35253583,38.03951493,,,POINT (-79.35253583 38.03951493),,,,,,115.0,"(38.0, 38.5]"
251,20,-079.40928493 38.17960886,Staunton,28.0,30.0,SE,,,-079.40928493,38.17960886,,,POINT (-79.40928493 38.17960886),,,,,,,"(38.0, 38.5]"
252,18,-079.42698089 38.13923025,,23.0,40.0,SE,,,-079.42698089,38.13923025,,,POINT (-79.42698089 38.13923025),,,,,,,"(38.0, 38.5]"
253,18,-079.43301092 38.12698662,,37.0,50.0,SE,,,-079.43301092,38.12698662,,,POINT (-79.43301092 38.12698662),,,,,,,"(38.0, 38.5]"
254,18,-079.43175548 38.13941115,,218.0,55.0,NW,,,-079.43175548,38.13941115,,,POINT (-79.43175548 38.13941115),,,,,,,"(38.0, 38.5]"
255,18,-079.44928397 38.17517008,,227.0,41.0,NW,,,-079.44928397,38.17517008,,,POINT (-79.44928397 38.17517008),,,,,,,"(38.0, 38.5]"
256,18,-079.38717824 38.06766813,Staunton_DeerfieldAnticline,,,,100.0,,-079.38717824,38.06766813,,,POINT (-79.38717824 38.06766813),,,,,,100.0,"(38.0, 38.5]"
257,14,-079.83641025 38.12914781,Staunton,49.0,24.0,SE,,,-079.83641025,38.12914781,,,POINT (-79.83641025 38.12914781),,,,,,,"(38.0, 38.5]"
258,14,-079.82493856 38.13858984,Staunton,50.0,27.0,SE,,,-079.82493856,38.13858984,,,POINT (-79.82493856 38.13858984),,,,,,,"(38.0, 38.5]"
259,14,-079.77882750 38.18282860,Staunton,36.0,10.0,SE,,,-079.77882750,38.1828286,,,POINT (-79.7788275 38.1828286),,,,,,,"(38.0, 38.5]"
260,14,-079.76020021 38.20017562,Staunton,40.0,12.0,SE,,,-079.76020021,38.20017562,,,POINT (-79.76020021 38.20017562),,,,,,,"(38.0, 38.5]"
261,14,-079.75177673 38.20718515,Staunton,32.0,32.0,SE,,,-079.75177673,38.20718515,,,POINT (-79.75177673 38.20718515),,,,,,,"(38.0, 38.5]"
262,14,-079.76044398 38.21130419,Staunton,28.0,23.0,SE,,,-079.76044398,38.21130419,,,POINT (-79.76044398 38.21130419),,,,,,,"(38.0, 38.5]"
263,14,-079.78125648 38.21868918,Staunton,204.0,21.0,NW,,,-079.78125648,38.21868918,,,POINT (-79.78125648 38.21868918),,,,,,,"(38.0, 38.5]"
264,14,-079.72539983 38.24642259,Staunton,34.0,35.0,SE,,,-079.72539983,38.24642259,,,POINT (-79.72539983 38.24642259),,,,,,,"(38.0, 38.5]"
265,14,-079.72115761 38.25142744,Staunton,28.0,29.0,SE,,,-079.72115761,38.25142744,,,POINT (-79.72115761 38.25142744),,,,,,,"(38.0, 38.5]"
266,14,-079.74685794 38.26194327,Staunton,219.0,61.0,NW,,,-079.74685794,38.26194327,,,POINT (-79.74685794 38.26194327),,,,,,,"(38.0, 38.5]"
267,14,-079.63445510 38.37460744,Staunton,24.0,54.0,SE,,,-079.63445510,38.37460744,,,POINT (-79.6344551 38.37460744),,,,,,,"(38.0, 38.5]"
268,14,-079.59829159 38.42441583,Staunton,35.0,33.0,SE,,,-079.59829159,38.42441583,,,POINT (-79.59829159 38.42441583),,,,,,,"(38.0, 38.5]"
269,14,-079.55828012 38.47307294,Staunton,32.0,30.0,SE,,,-079.55828012,38.47307294,,,POINT (-79.55828012 38.47307294),,,,,,,"(38.0, 38.5]"
270,9999,-079.63445510 38.37460744,Staunton_HightownAnticline,,,,131.0,,-079.63445510,38.37460744,,,POINT (-79.6344551 38.37460744),,,,,,131.0,"(38.0, 38.5]"
271,9999,-079.63445510 38.37460744,Staunton_HightownAnticline2,,,,100.0,,-079.63445510,38.37460744,,,POINT (-79.6344551 38.37460744),,,,,,100.0,"(38.0, 38.5]"
272,25,-078.92339462 38.66550741,,201.0,32.0,NW,,,-078.92339462,38.66550741,,,POINT (-78.92339462 38.66550741),,,,,,,"(38.5, 39.0]"
273,25,-078.90686937 38.68182796,,23.0,40.0,SE,,,-078.90686937,38.68182796,,,POINT (-78.90686937 38.68182796),,,,,,,"(38.5, 39.0]"
274,25,-078.91893287 38.68687283,,209.0,25.0,NW,,,-078.91893287,38.68687283,,,POINT (-78.91893287 38.68687283),,,,,,,"(38.5, 39.0]"
275,25,-078.91192765 38.70615445,,209.0,30.0,NW,,,-078.91192765,38.70615445,,,POINT (-78.91192765 38.70615445),,,,,,,"(38.5, 39.0]"
276,25,-078.89128329 38.70441030,,40.0,45.0,SE,,,-078.89128329,38.7044103,,,POINT (-78.89128329 38.7044103),,,,,,,"(38.5, 39.0]"
277,25,-078.88739087 38.71178358,,42.0,45.0,SE,,,-078.88739087,38.71178358,,,POINT (-78.88739087 38.71178358),,,,,,,"(38.5, 39.0]"
278,25,-078.91192765 38.70615445,FrontRoyal_ChurchMountain,,,,110.0,,-078.91192765,38.70615445,,,POINT (-78.91192765 38.70615445),,,,,,110.0,"(38.5, 39.0]"
279,36,-077.96584003 39.71851163,ClearSpring,42.0,45.0,SE,,,-077.96584003,39.71851163,,,POINT (-77.96584003 39.71851163),,,,,,,"(39.5, 40.0]"
280,36,-077.96860845 39.71390246,ClearSpring,46.0,32.0,SE,,,-077.96860845,39.71390246,,,POINT (-77.96860845 39.71390246),,,,,,,"(39.5, 40.0]"
281,36,-077.97508824 39.71547267,ClearSpring,155.0,25.0,SW,,,-077.97508824,39.71547267,,,POINT (-77.97508824 39.71547267),,,,,,,"(39.5, 40.0]"
282,36,-077.96860845 39.71390246,ClearSpring_BearPondMtn,,,,123.0,,-077.96860845,39.71390246,,,POINT (-77.96860845 39.71390246),,,,,,123.0,"(39.5, 40.0]"
283,36,-077.95417454 39.68434607,,28.0,44.0,SE,,,-077.95417454,39.68434607,,,POINT (-77.95417454 39.68434607),,,,,,,"(39.5, 40.0]"
284,36,-077.95801073 39.67895941,,15.0,45.0,SE,,,-077.95801073,39.67895941,,,POINT (-77.95801073 39.67895941),,,,,,,"(39.5, 40.0]"
285,36,-077.96071717 39.67492112,,25.0,65.0,SE,,,-077.96071717,39.67492112,,,POINT (-77.96071717 39.67492112),,,,,,,"(39.5, 40.0]"
286,36,-077.96360539 39.66820650,,22.0,65.0,SE,,,-077.96360539,39.6682065,,,POINT (-77.96360539 39.6682065),,,,,,,"(39.5, 40.0]"
287,36,-077.96711998 39.65827591,,22.0,35.0,SE,,,-077.96711998,39.65827591,,,POINT (-77.96711998 39.65827591),,,,,,,"(39.5, 40.0]"
288,36,-077.97328103 39.65600631,,167.0,45.0,SW,,,-077.97328103,39.65600631,,,POINT (-77.97328103 39.65600631),,,,,,,"(39.5, 40.0]"
289,36,-077.97080905 39.65471405,,158.0,25.0,SW,,,-077.97080905,39.65471405,,,POINT (-77.97080905 39.65471405),,,,,,,"(39.5, 40.0]"
290,36,-077.96953164 39.65575811,,27.0,50.0,SE,,,-077.96953164,39.65575811,,,POINT (-77.96953164 39.65575811),,,,,,,"(39.5, 40.0]"
291,36,-077.97080905 39.65471405,ClearSpring_crosssection,,,,115.0,,-077.97080905,39.65471405,,,POINT (-77.97080905 39.65471405),,,,,,115.0,"(39.5, 40.0]"
292,36,-077.97080905 39.65471405,ClearSpring_FairviewMtn,,,,100.0,,-077.97080905,39.65471405,,,POINT (-77.97080905 39.65471405),,,,,,100.0,"(39.5, 40.0]"
293,9999,,,30.0,62.0,120,,,-80.17330521,37.98584229,145.0,1.0,POINT (-80.17330521 37.98584229),1998,6.0,"(37.5, 38.0]",SE,,,"(37.5, 38.0]"
294,9999,,,30.0,51.0,120,,,-80.17330521,37.98584229,144.0,1.0,POINT (-80.17330521 37.98584229),1997,6.0,"(37.5, 38.0]",SE,,,"(37.5, 38.0]"
295,9999,,,60.0,25.0,150,,,-79.88525633,38.32008184,145.0,1.0,POINT (-79.88525633 38.32008184),96,12.0,"(38.0, 38.5]",SE,,,"(38.0, 38.5]"
296,9999,,,219.0,23.0,309,,,-79.43558318,38.50157351,62.0,1.0,POINT (-79.43558318 38.50157351),63,18.0,"(38.5, 39.0]",NW,104.83333333333331,104.83333333333331,"(38.5, 39.0]"
297,9999,,,208.0,39.0,298,,,-79.43558318,38.50157351,55.0,1.0,POINT (-79.43558318 38.50157351),56,18.0,"(38.5, 39.0]",NW,104.83333333333331,104.83333333333331,"(38.5, 39.0]"
298,9999,,,213.0,21.0,303,,,-79.43558318,38.50157351,50.0,1.0,POINT (-79.43558318 38.50157351),51,18.0,"(38.5, 39.0]",NW,104.83333333333331,104.83333333333331,"(38.5, 39.0]"
299,9999,,,31.0,44.0,121,,,-79.43558318,38.50157351,38.0,1.0,POINT (-79.43558318 38.50157351),39,18.0,"(38.5, 39.0]",SE,104.83333333333331,104.83333333333331,"(38.5, 39.0]"
300,9999,,,28.0,51.0,118,,,-79.43558318,38.50157351,34.0,1.0,POINT (-79.43558318 38.50157351),35,18.0,"(38.5, 39.0]",SE,104.83333333333331,104.83333333333331,"(38.5, 39.0]"
301,9999,,,349.0,43.0,79,,,-79.22914695,39.05074823,686.0,1.0,POINT (-79.22914695 39.05074823),726,21.0,"(39.0, 39.5]",SE,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
302,9999,,,200.0,73.0,290,,,-79.22914695,39.05074823,685.0,1.0,POINT (-79.22914695 39.05074823),725,21.0,"(39.0, 39.5]",NW,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
303,9999,,,325.0,24.0,55,,,-79.22914695,39.05074823,684.0,1.0,POINT (-79.22914695 39.05074823),724,21.0,"(39.0, 39.5]",SE,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
304,9999,,,319.0,45.0,49,,,-79.22914695,39.05074823,692.0,1.0,POINT (-79.22914695 39.05074823),732,21.0,"(39.0, 39.5]",SE,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
305,9999,,,256.0,72.0,346,,,-79.22914695,39.05074823,693.0,1.0,POINT (-79.22914695 39.05074823),733,21.0,"(39.0, 39.5]",NW,115.16071428571428,115.16071428571428,"(39.0, 39.5]"
