,Point_Number,Geometry,Quad,Strike,Dip_Angle,Dip_Direct,Interlimb_angle,Vert_Exag,long,lat,Unnamed: 0,Symbol,geometry,Station,Anticline_ID,Latitude_Bins,Compass_direct,Interlimb_Angle,IA,Lat_bins
438,9999,,,233.0,23.0,323,,,-78.27110957,39.59640449,3169.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
439,9999,,,38.0,55.0,128,,,-78.27110957,39.59640449,3573.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
440,9999,,,224.0,29.0,314,,,-78.27110957,39.59640449,3171.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
441,9999,,,212.0,47.0,302,,,-78.27110957,39.59640449,3571.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
442,9999,,,191.0,28.0,281,,,-78.27110957,39.59640449,3183.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
443,9999,,,16.0,13.0,106,,,-78.27110957,39.59640449,3182.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
444,9999,,,218.0,42.0,308,,,-78.27110957,39.59640449,3184.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
445,9999,,,41.0,29.0,131,,,-78.27110957,39.59640449,3170.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
446,9999,,,18.0,13.0,108,,,-78.27110957,39.59640449,3244.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
447,9999,,,213.0,17.0,303,,,-78.27110957,39.59640449,3246.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
448,9999,,,26.0,32.0,116,,,-78.27110957,39.59640449,3242.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
449,9999,,,19.0,26.0,109,,,-78.27110957,39.59640449,3241.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
450,9999,,,34.0,21.0,124,,,-78.27110957,39.59640449,3245.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
451,9999,,,24.0,11.0,114,,,-78.27110957,39.59640449,3240.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
452,9999,,,292.0,16.0,22,,,-78.27110957,39.59640449,3249.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
453,9999,,,258.0,12.0,348,,,-78.27110957,39.59640449,3248.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
454,9999,,,219.0,36.0,309,,,-78.27110957,39.59640449,3250.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
455,9999,,,231.0,38.0,321,,,-78.27110957,39.59640449,3251.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
456,9999,,,350.0,16.0,80,,,-78.27110957,39.59640449,3239.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
457,9999,,,16.0,10.0,106,,,-78.27110957,39.59640449,3253.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
458,9999,,,13.0,18.0,103,,,-78.27110957,39.59640449,3237.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
459,9999,,,207.0,47.0,297,,,-78.27110957,39.59640449,3252.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
460,9999,,,270.0,9.0,360,,,-78.27110957,39.59640449,3402.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
461,9999,,,186.0,30.0,276,,,-78.27110957,39.59640449,3416.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
462,9999,,,218.0,21.0,308,,,-78.27110957,39.59640449,3401.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
463,9999,,,14.0,24.0,104,,,-78.27110957,39.59640449,3403.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
464,9999,,,214.0,29.0,304,,,-78.27110957,39.59640449,3419.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
465,9999,,,7.0,6.0,97,,,-78.27110957,39.59640449,3417.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
466,9999,,,10.0,19.0,100,,,-78.27110957,39.59640449,3414.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
467,9999,,,16.0,18.0,106,,,-78.27110957,39.59640449,3418.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
468,9999,,,212.0,88.0,302,,,-78.27110957,39.59640449,3415.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
469,9999,,,21.0,67.0,111,,,-78.27110957,39.59640449,3404.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
470,9999,,,15.0,23.0,105,,,-78.27110957,39.59640449,3420.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
471,9999,,,34.0,42.0,124,,,-78.27110957,39.59640449,3405.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
472,9999,,,219.0,76.0,309,,,-78.27110957,39.59640449,3407.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
473,9999,,,200.0,30.0,290,,,-78.27110957,39.59640449,3406.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
474,9999,,,23.0,11.0,113,,,-78.27110957,39.59640449,3409.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
475,9999,,,18.0,6.0,108,,,-78.27110957,39.59640449,3408.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
476,9999,,,17.0,21.0,107,,,-78.27110957,39.59640449,3410.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
477,9999,,,32.0,16.0,122,,,-78.27110957,39.59640449,3438.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
478,9999,,,208.0,74.0,298,,,-78.27110957,39.59640449,3445.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
479,9999,,,1.0,16.0,91,,,-78.27110957,39.59640449,3436.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",SE,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
480,9999,,,230.0,38.0,320,,,-78.27110957,39.59640449,3435.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
481,9999,,,232.0,18.0,322,,,-78.27110957,39.59640449,3433.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
482,9999,,,229.0,35.0,319,,,-78.27110957,39.59640449,3434.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
483,9999,,,241.0,27.0,331,,,-78.27110957,39.59640449,3554.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
484,9999,,,204.0,25.0,294,,,-78.27110957,39.59640449,91.0,1.0,POINT (-78.27110957 39.59640449),,34.0,"(39.5, 40.0]",NW,122.15147783251231,122.15147783251231,"(39.5, 40.0]"
